0>0:0,1:93.5707,2:103.364,3:99.7783,4:95.4753,5:89.5352,6:103.153,7:95.0505,8:169.004,9:91.4204,10:101.407,11:92.6921,12:98.5736,13:99.5421,14:100.068,15:106.462,16:101.778,17:104.19,18:94.1251,19:100.912,20:109.966,21:88.919,22:99.3067,23:90.9637,24:98.2124,25:94.4451,26:108.566,27:106.413,28:92.3953,29:96.1539,30:166.669,31:98.5616,32:88.4844,33:102.414,34:106.579,35:93.4063,36:104.139,37:110.995,38:177.284,39:103.831,40:87.734,41:103.484,42:97.3753,43:106.804,44:104.336,45:101.411,46:105.726,47:99.2213,48:154.062,49:94.2915,50:94.2019,51:97.5352,52:94.8845,53:100.881,54:97.6535,55:105.485,56:96.7125,57:107.47,58:91.1025,59:100.305,60:108.394,61:94.1948,62:99.6855,63:99.4726,64:90.9958,65:96.3823,66:104.09,67:102.709,68:89.8272,69:105.223,70:88.0765,71:97.4732,72:173.029,73:96.625,74:96.3285,75:95.9567,76:98.6425,77:155.074,78:102.812,79:85.3409,80:103.465,81:95.3942,82:108.702,83:104.197,84:96.5499,85:103.021,86:94.8466,87:99.4767,88:87.3228,89:99.1379,90:98.2695,91:95.3864,92:101.982,93:91.9874,94:106.945,95:104.119,96:103.524,97:170.311,98:85.8977,99:98.7473
63>0:294.695,1:237.137,2:175.436,3:129.516,4:179.004,5:333.858,6:112.461,7:260.19,8:214.708,9:214.905,10:256.634,11:235.893,12:134.932,13:239.453,14:98.7407,15:77.7085,16:109.614,17:166.1,18:241.201,19:183.652,20:250.182,21:291.515,22:196.765,23:237.442,24:256.97,25:275.951,26:133.34,27:247.433,28:235.571,29:241.215,30:190.077,31:310.973,32:332.821,33:250.767,34:248.762,35:194.535,36:265.965,37:223.116,38:207.746,39:266.437,40:286.54,41:246.847,42:126.466,43:193.378,44:260.223,45:260.421,46:68.6753,47:121.962,48:265.76,49:263.493,50:153.552,51:253.347,52:232.501,53:267.527,54:234.444,55:132.88,56:240.673,57:131.125,58:239.613,59:111.579,60:111.626,61:334.835,62:252.01,63:0,64:292.913,65:237.465,66:137.018,67:276.289,68:238.437,69:236.173,70:335.415,71:212.579,72:122.04,73:130.917,74:256.521,75:113.428,76:245.402,77:245.189,78:61.4359,79:222.082,80:161.58,81:122.861,82:136.931,83:221.525,84:191.082,85:252.695,86:117.939,87:275.974,88:196.735,89:368.293,90:228.826,91:233.243,92:258.764,93:221.962,94:136.94,95:337.027,96:132.468,97:212.175,98:278.918,99:323.838
64>0:92.1692,1:193.211,2:265.719,3:161.2,4:164.772,5:113.082,6:99.8988,7:145.245,8:285.493,9:214.082,10:143.29,11:104.358,12:102.301,13:147.905,14:176.22,15:186.129,16:151.212,17:99.4268,18:142.218,19:227.905,20:98.2341,21:33.9176,22:214.809,23:141.975,24:91.5632,25:174.484,26:98.1422,27:251.669,28:266.82,29:147.145,30:297.966,31:146.783,32:80.6862,33:93.5103,34:92.1738,35:149.478,36:147.671,37:90.3353,38:288.256,39:103.167,40:122.974,41:99.3628,42:188.284,43:94.5484,44:209.687,45:147.255,46:155.221,47:98.1328,48:227.164,49:142.649,50:151.877,51:102.571,52:148.025,53:94.4154,54:137.69,55:98.2778,56:97.6953,57:160.731,58:185.548,59:89.8179,60:90.9075,61:92.1988,62:147.992,63:194.881,64:0,65:186.686,66:95.6389,67:98.8686,68:149.463,69:186.773,70:105.134,71:221.12,72:283.9,73:102.919,74:240.035,75:196.505,76:85.5851,77:210.675,78:148.791,79:85.5167,80:265.12,81:189.587,82:149.324,83:191.413,84:165.365,85:102.505,86:187.421,87:87.3769,88:183.538,89:87.8474,90:99.5003,91:182.679,92:102.452,93:163.802,94:103.644,95:137.946,96:193.644,97:280.764,98:136.744,99:163.463
65>0:202.165,1:63.2955,2:151.965,3:101.963,4:144.407,5:185.28,6:154.445,7:154.974,8:164.837,9:114.649,10:208.286,11:159.378,12:152.648,13:202.077,14:156.509,15:157.855,16:91.3917,17:161.277,18:180.473,19:165.504,20:156.135,21:189.636,22:141.566,23:180.637,24:151.142,25:182.841,26:96.9599,27:144.255,28:138.313,29:190.16,30:164.579,31:176.85,32:196.528,33:152.141,34:146.399,35:76.8869,36:209.408,37:151.57,38:167.499,39:154.959,40:187.962,41:155.164,42:141.717,43:155.647,44:183.699,45:205.002,46:148.331,47:155.621,48:195.601,49:172.326,50:150.214,51:158.339,52:208.222,53:156.458,54:152.02,55:95.4338,56:158.875,57:88.1401,58:71.1357,59:155.78,60:148.338,61:179.72,62:208.878,63:150.766,64:187.11,65:0,66:156.026,67:167.708,68:192.256,69:206.748,70:191.493,71:92.4534,72:160.725,73:158.096,74:141.247,75:168.468,76:200.017,77:201.293,78:155.818,79:132.652,80:164.547,81:152.61,82:88.4481,83:147.168,84:132.485,85:159.06,86:150.391,87:153.636,88:138.426,89:196.597,90:152.978,91:41.1871,92:158.203,93:145.716,94:152.54,95:184.217,96:154.715,97:162.499,98:189.38,99:190.441
66>0:308.132,1:232.984,2:259.256,3:182.843,4:176.25,5:312.47,6:101.097,7:267.163,8:284.017,9:374.073,10:402.698,11:174.849,12:127.92,13:391.857,14:329.951,15:279.687,16:262.134,17:79.0835,18:374.384,19:296.096,20:173.298,21:326.63,22:239.555,23:280.532,24:184.896,25:296.208,26:133.796,27:323.228,28:264.926,29:266.378,30:247.986,31:274.466,32:327.082,33:196.901,34:207.269,35:203.423,36:268.93,37:171.252,38:250.033,39:235.595,40:312.012,41:230.988,42:175.362,43:69.9998,44:230.139,45:406.973,46:223.684,47:95.8071,48:308.063,49:296.867,50:184.553,51:184.481,52:286.482,53:179.691,54:234.57,55:170.773,56:138.006,57:195.317,58:222.618,59:117.6,60:116.954,61:385.625,62:361.561,63:288.186,64:327.707,65:229.977,66:0,67:179.724,68:304.176,69:260.947,70:314.646,71:381.056,72:251.365,73:78.6927,74:331.915,75:361.125,76:271.087,77:315.956,78:227.152,79:327.107,80:289.648,81:260.274,82:153.767,83:260.86,84:199.116,85:175.771,86:259.979,87:204.123,88:194.016,89:341.596,90:172.096,91:233.433,92:139.712,93:388.5,94:75.2686,95:400.017,96:307.211,97:287.067,98:350.161,99:270.168
67>0:102.812,1:209.178,2:202.756,3:229.73,4:204.018,5:239.759,6:101.5,7:158.751,8:370.22,9:320.905,10:207.575,11:79.6032,12:253.598,13:191.129,14:224.627,15:242.885,16:231.678,17:90.3807,18:200.4,19:239.653,20:140.281,21:126.537,22:307.416,23:199.03,24:165.386,25:225.769,26:245.626,27:362.693,28:370.717,29:193.432,30:208.117,31:204.008,32:147.908,33:171.113,34:171.428,35:214.365,36:188.461,37:116.454,38:194.477,39:157.236,40:148.342,41:162.317,42:189.396,43:95.6923,44:290.682,45:197.778,46:229.59,47:89.8088,48:408.343,49:195.802,50:226.061,51:90.0621,52:194.376,53:166.118,54:222.022,55:250.787,56:86.168,57:232.506,58:205.478,59:90.8061,60:89.125,61:156.553,62:200.024,63:225.34,64:123.83,65:245.57,66:94.6834,67:0,68:237.678,69:230.211,70:177.221,71:319.652,72:369.298,73:95.5212,74:378.084,75:224.174,76:88.9556,77:408.726,78:230.202,79:255.77,80:231.141,81:232.588,82:236.82,83:380.18,84:207.013,85:90.9276,86:230.294,87:163.284,88:383.263,89:92.5069,90:90.0422,91:243.999,92:91.5749,93:317.813,94:95.5575,95:170.19,96:265.251,97:371.468,98:191.77,99:284.876
68>0:115.657,1:155.675,2:209.853,3:154.856,4:159.015,5:78.0865,6:161.294,7:141.131,8:186.995,9:88.2258,10:83.2932,11:152.48,12:155.608,13:93.7298,14:157.707,15:161.472,16:154.126,17:155.988,18:74.4945,19:201,20:185.798,21:149.372,22:142.612,23:86.7076,24:152.686,25:88.1579,26:159.426,27:154.783,28:156.435,29:102.776,30:189.215,31:91.7161,32:139.352,33:149.298,34:149.529,35:151.013,36:87.1929,37:157.445,38:189.567,39:156.375,40:72.3953,41:152.606,42:151.411,43:152.222,44:153.043,45:90.6588,46:156.973,47:160.507,48:182.486,49:96.4799,50:155.709,51:191.655,52:84.855,53:155.112,54:76.7996,55:153.429,56:151.95,57:155.568,58:143.901,59:164.152,60:163.971,61:92.2909,62:92.9099,63:157.313,64:140.864,65:152.848,66:151.464,67:156.415,68:0,69:90.9756,70:75.6783,71:81.0431,72:183.36,73:153.953,74:158.102,75:156.404,76:150.262,77:142.913,78:156.33,79:81.7919,80:194.981,81:148.165,82:161.202,83:133.111,84:153.269,85:189.537,86:153.477,87:157.001,88:123.73,89:153.006,90:153.237,91:149.134,92:156.374,93:86.893,94:156.402,95:150.852,96:224.685,97:187.293,98:75.8306,99:95.8044
69>0:158.645,1:181.18,2:193.498,3:187.204,4:193.796,5:150.402,6:155.595,7:194.777,8:202.604,9:143.351,10:121.572,11:201.519,12:161.503,13:74.5144,14:196.103,15:189.296,16:180.629,17:206.241,18:121.792,19:194.894,20:220.382,21:200.472,22:135.246,23:129.923,24:153.549,25:82.117,26:152.537,27:185.241,28:163.835,29:83.3892,30:214.36,31:145.502,32:167.464,33:198.115,34:192.655,35:166.889,36:126.58,37:204.642,38:209.174,39:197.044,40:149.404,41:170.683,42:205.079,43:198.809,44:156.122,45:93.4075,46:182.29,47:163.626,48:145.369,49:201.769,50:157.485,51:215.876,52:127.011,53:193.305,54:89.5191,55:159.045,56:200.346,57:224.701,58:149.581,59:166.644,60:169.067,61:214.969,62:84.8817,63:184.459,64:205.989,65:180.668,66:146.978,67:202.451,68:87.6434,69:0,70:143.904,71:154.152,72:205.637,73:160.14,74:190.68,75:193.786,76:189.86,77:141.677,78:188.199,79:149.536,80:197.466,81:186.333,82:191.323,83:132.608,84:198.323,85:194.498,86:186.525,87:204.57,88:136.669,89:203.493,90:194.373,91:182.887,92:203.352,93:99.8055,94:156.961,95:163.924,96:197.15,97:205.034,98:154.097,99:152.491
70>0:86.2392,1:149.047,2:226.986,3:154.079,4:203.731,5:60.9119,6:94.8435,7:147.007,8:213.667,9:129.159,10:90.3522,11:102.707,12:150.514,13:98.4461,14:195.621,15:190.874,16:162.477,17:98.2585,18:80.3492,19:163.192,20:98.0827,21:86.4,22:143.471,23:84.8864,24:146.863,25:93.1245,26:158.14,27:156.444,28:147.866,29:99.0365,30:214.63,31:94.1617,32:80.6962,33:145.405,34:148.945,35:151.38,36:93.7138,37:102.563,38:218.628,39:103.26,40:60.6242,41:98.2178,42:189.474,43:104.783,44:158.561,45:86.6141,46:164.541,47:92.3761,48:210.053,49:91.9425,50:151.626,51:99.9417,52:94.8484,53:97.9916,54:78.2005,55:155.535,56:151.875,57:154.988,58:148.456,59:103.659,60:95.9323,61:95.2599,62:92.6441,63:157.925,64:81.8507,65:207.726,66:150.064,67:103.55,68:84.2649,69:92.4396,70:0,71:139.346,72:213.84,73:155.221,74:148.075,75:191.016,76:94.7668,77:213.142,78:155.213,79:87.956,80:215.17,81:188.9,82:161.017,83:147.501,84:187.167,85:97.5478,86:187.402,87:89.4997,88:146.518,89:91.574,90:100.172,91:201.135,92:91.8343,93:140.838,94:157.779,95:97.1494,96:166.879,97:209.814,98:75.477,99:162.627
71>0:84.6543,1:100.967,2:156.256,3:102.06,4:81.3034,5:82.8376,6:95.5922,7:90.2877,8:155.021,9:44.0711,10:92.5357,11:101.636,12:98.1204,13:93.3479,14:98.8136,15:102.69,16:96.6683,17:103.545,18:90.6777,19:88.3349,20:106.239,21:90.3083,22:79.5932,23:89.7466,24:100.562,25:92.7688,26:96.047,27:77.0299,28:80.8211,29:103.165,30:150.626,31:103.599,32:96.1146,33:96.0274,34:95.9409,35:99.7122,36:93.5643,37:98.8642,38:155.416,39:98.9513,40:80.4063,41:104.012,42:86.6153,43:102.314,44:92.827,45:87.2271,46:103.396,47:98.5174,48:147.482,49:90.9633,50:93.1977,51:101.062,52:83.6881,53:99.1919,54:82.0694,55:108.286,56:102.368,57:106.847,58:97.1666,59:89.4399,60:108.856,61:93.2311,62:95.7791,63:98.8253,64:95.1049,65:95.9302,66:102.422,67:99.0474,68:87.0818,69:107.117,70:82.6655,71:0,72:154.79,73:100.095,74:82.3238,75:100.623,76:96.5952,77:139.44,78:101.907,79:79.2599,80:152.04,81:90.9505,82:97.1095,83:68.9119,84:94.9049,85:102.737,86:97.6879,87:95.6171,88:80.517,89:96.0595,90:101.517,91:84.4447,92:95.4577,93:84.7938,94:100.721,95:96.1423,96:108.96,97:152.02,98:92.2615,99:88.5582
72>0:207.281,1:184.075,2:87.6705,3:96.4451,4:76.1275,5:203.764,6:94.6898,7:195.823,8:69.0695,9:198.767,10:166.228,11:201.8,12:97.0995,13:159.642,14:93.1617,15:94.621,16:101.364,17:154.958,18:153.624,19:85.7242,20:204.286,21:214.496,22:129.551,23:149.232,24:197.723,25:147.135,26:99.4653,27:205.528,28:207.097,29:161.169,30:138.244,31:180.844,32:170.778,33:198.668,34:194.162,35:185.171,36:92.1278,37:198.117,38:136.628,39:200.725,40:159.13,41:202.128,42:84.7441,43:161.071,44:146.529,45:171.546,46:95.9509,47:95.9665,48:87.1304,49:162.861,50:89.3278,51:199.423,52:152.423,53:195.805,54:156.638,55:94.0549,56:163.941,57:96.3201,58:188.619,59:96.0227,60:96.1243,61:176.884,62:155.444,63:93.2983,64:208.583,65:187.384,66:103.067,67:198.157,68:177.386,69:177.045,70:208.962,71:197.213,72:0,73:98.7586,74:201.894,75:96.0128,76:215.453,77:86.8718,78:98.0499,79:187.214,80:145.773,81:94.54,82:91.8196,83:148.6,84:185.29,85:201.866,86:101.121,87:195.194,88:96.5896,89:205.432,90:197.668,91:194.455,92:208.916,93:178.051,94:97.7249,95:168.254,96:95.7855,97:77.9894,98:176.708,99:152.72
73>0:230.011,1:263.678,2:370.798,3:155.914,4:190.55,5:297.573,6:122.214,7:204.701,8:284.479,9:227.427,10:251.039,11:198.481,12:81.1464,13:242.966,14:253.073,15:262.205,16:174.369,17:80.9442,18:332.233,19:268.471,20:153.432,21:249.274,22:242.42,23:327.278,24:94.6837,25:293.712,26:142.77,27:284.452,28:331.397,29:285.757,30:289.692,31:358.929,32:296.213,33:84.0081,34:164.742,35:145.783,36:256.069,37:95.014,38:315.823,39:153.067,40:318.238,41:157.276,42:201.39,43:70.2293,44:353.187,45:246.47,46:198.377,47:114.187,48:296.822,49:315.67,50:193.809,51:197.989,52:290.501,53:156.357,54:310.297,55:133.857,56:89.4331,57:159.381,58:225.458,59:115.849,60:118.146,61:342.39,62:304.694,63:254.962,64:251.931,65:249.773,66:75.3931,67:171.087,68:312.57,69:321.336,70:303.773,71:231.881,72:367.951,73:0,74:284.044,75:260.148,76:217.171,77:303.486,78:195.537,79:262.292,80:320.526,81:374.362,82:143.115,83:305.275,84:198.659,85:191.401,86:369.12,87:138.035,88:228.804,89:190.613,90:188.977,91:254.63,92:126.075,93:258.448,94:39.6695,95:328.069,96:265.049,97:289.814,98:226.373,99:320.474
74>0:192.207,1:152.901,2:139.758,3:151.772,4:136.075,5:154.256,6:153.675,7:91.5963,8:139.303,9:81.565,10:158.223,11:99.9002,12:152.554,13:148.272,14:162.788,15:153.563,16:149.251,17:97.6733,18:150.407,19:163.311,20:104.526,21:156.134,22:95.1882,23:158.354,24:92.5201,25:140.071,26:158.473,27:32.7134,28:70.2357,29:150.884,30:157.409,31:148.669,32:162.295,33:90.5396,34:94.5001,35:152.177,36:167.003,37:105.13,38:146.468,39:94.3385,40:167.779,41:168.11,42:135.948,43:153.15,44:148.149,45:159.089,46:150.401,47:153.727,48:148.135,49:161.095,50:145.984,51:104.248,52:162.493,53:97.4904,54:78.6989,55:158.984,56:91.7485,57:146.986,58:90.0754,59:154.52,60:151.821,61:168.592,62:154.973,63:156.356,64:160.991,65:144.752,66:154.436,67:165.059,68:145.532,69:138.537,70:180.957,71:78.2283,72:153.558,73:159.95,74:0,75:157.507,76:161.219,77:140.238,78:148.838,79:83.0282,80:152.286,81:146.793,82:150.978,83:76.6699,84:135.43,85:101.543,86:148.875,87:89.5893,88:87.7662,89:186.637,90:101.927,91:143.355,92:109.007,93:71.008,94:162.321,95:173.275,96:147.681,97:144.252,98:154.214,99:144.61
75>0:196.062,1:250.834,2:144.459,3:84.2383,4:176.806,5:333.147,6:100.292,7:248.747,8:121.303,9:261.523,10:235.665,11:192.165,12:97.4558,13:207.982,14:58.4185,15:74.4331,16:90.603,17:170.445,18:317.456,19:87.9743,20:185.347,21:279.754,22:147.177,23:332.185,24:256.835,25:312.941,26:93.6686,27:282.611,28:251.638,29:201.533,30:135.704,31:201.92,32:345.342,33:246.919,34:183.049,35:116.088,36:224.91,37:242.755,38:136.933,39:187.514,40:345.039,41:149.276,42:163.001,43:93.5228,44:223.787,45:239.398,46:85.9842,47:94.0546,48:160.115,49:233.208,50:136.267,51:236.198,52:221.685,53:177.437,54:216.068,55:97.9142,56:195.138,57:86.4908,58:253.93,59:92.9292,60:97.5136,61:293.525,62:223.931,63:74.985,64:282.311,65:288.904,66:97.5015,67:213.857,68:358.255,69:210.775,70:301.093,71:255.479,72:126.406,73:94.439,74:285.268,75:0,76:198.697,77:126.72,78:83.5481,79:323.378,80:129.879,81:141.353,82:91.0355,83:258.947,84:154.286,85:209.445,86:142.377,87:163.931,88:165.566,89:205.237,90:258.724,91:285.046,92:199.219,93:292.879,94:90.8778,95:300.352,96:80.9102,97:114.386,98:309.965,99:215.591
76>0:97.3718,1:152.17,2:211.605,3:173.009,4:121.003,5:132.246,6:97.4342,7:85.6319,8:258.383,9:191.988,10:200.689,11:94.9306,12:176.334,13:195.237,14:159.844,15:209.702,16:162.918,17:102.246,18:223.134,19:207.458,20:90.8265,21:128.79,22:205.221,23:220.173,24:86.3578,25:215.91,26:172.531,27:206.693,28:242.277,29:227.402,30:214.855,31:193.034,32:153.252,33:84.7511,34:84.4419,35:80.0407,36:198.526,37:82.947,38:224.536,39:92.4558,40:158.643,41:81.4082,42:127.86,43:92.2553,44:214.959,45:213.084,46:169.823,47:92.8179,48:236.621,49:215.687,50:155.843,51:84.7394,52:196.074,53:89.2955,54:283.244,55:171.866,56:93.2766,57:169.807,58:185.263,59:93.8034,60:88.9839,61:156.805,62:195.624,63:166.974,64:132.895,65:166.306,66:99.9567,67:91.152,68:211.158,69:199.675,70:141.11,71:185.557,72:208.816,73:97.7584,74:198.889,75:167.115,76:0,77:280.101,78:164.492,79:223.732,80:223.271,81:254.944,82:164.659,83:241.026,84:150.404,85:92.9791,86:204.46,87:89.019,88:210.577,89:76.3096,90:87.8534,91:148.101,92:92.8939,93:228.636,94:101.854,95:168.094,96:192.237,97:259.188,98:246.324,99:226.901
77>0:90.627,1:140.898,2:95.6988,3:146.454,4:146.858,5:148.236,6:157.862,7:147.3,8:87.7552,9:148.254,10:93.5405,11:152.058,12:156.017,13:98.0284,14:103.974,15:103.966,16:146.788,17:164.313,18:85.4446,19:95.8101,20:149.119,21:156.319,22:71.882,23:91.6737,24:150.232,25:139.104,26:147.027,27:144.046,28:147.33,29:96.9259,30:88.3852,31:95.9547,32:90.4967,33:158.536,34:149.314,35:142.507,36:91.9266,37:145.688,38:88.4801,39:148.745,40:160.043,41:153.098,42:147.714,43:154.096,44:101.422,45:91.2979,46:145.06,47:156.683,48:68.7572,49:85.1706,50:150.572,51:152.457,52:81.6813,53:160.264,54:89.286,55:150.855,56:149.474,57:151.323,58:143.56,59:156.496,60:150.266,61:156.401,62:93.3834,63:145.982,64:155.378,65:140.189,66:150.137,67:153.005,68:83.385,69:99.3218,70:154.446,71:143.539,72:85.7499,73:151.455,74:136.526,75:97.9171,76:158.664,77:0,78:153.031,79:150.586,80:92.6139,81:146.687,82:148.762,83:142.153,84:145.307,85:150.224,86:140.951,87:148.002,88:81.8919,89:160.38,90:156.578,91:137.839,92:149.55,93:75.803,94:148.083,95:96.3987,96:101.179,97:85.5263,98:88.6453,99:96.6794
78>0:267.491,1:151.272,2:143.578,3:84.2663,4:124.565,5:303.575,6:90.437,7:220.295,8:190.182,9:130.081,10:190.675,11:149.497,12:87.434,13:198.999,14:129.475,15:78.1824,16:82.1942,17:178.53,18:239.181,19:180.341,20:179.457,21:296.693,22:125.483,23:273.798,24:202.31,25:208.693,26:144.126,27:161.544,28:178.119,29:205.89,30:207.858,31:204.075,32:303.773,33:179.175,34:192.084,35:164.725,36:244.66,37:236.23,38:218.022,39:237.799,40:258.755,41:202.561,42:121.133,43:87.5998,44:283.171,45:193.135,46:64.3779,47:90.5095,48:265.294,49:237.044,50:91.4904,51:182.077,52:241.558,53:196.027,54:152.769,55:80.8378,56:140.839,57:78.7063,58:156.855,59:89.4951,60:99.173,61:296.046,62:194.1,63:60.3531,64:303.163,65:154.551,66:90.2863,67:237.019,68:206.366,69:200.268,70:307.45,71:134.463,72:149.138,73:98.6792,74:158.925,75:122.527,76:201.278,77:193.619,78:0,79:226.236,80:129.421,81:149.011,82:130.855,83:152.681,84:133.715,85:233.275,86:148.135,87:220.333,88:127.385,89:279.843,90:186.504,91:152.842,92:179.581,93:155.5,94:88.5313,95:294.714,96:122.354,97:182.833,98:261.919,99:182.125
79>0:94.2347,1:85.1981,2:161.336,3:103.63,4:95.0183,5:77.1643,6:100.509,7:98.8447,8:157.095,9:72.067,10:95.7344,11:102.743,12:100.396,13:98.9799,14:114.983,15:104.355,16:102.625,17:99.5957,18:88.9407,19:149.278,20:99.5132,21:89.3918,22:82.3657,23:87.898,24:98.6429,25:96.4408,26:101.426,27:88.0166,28:93.9788,29:102.43,30:158.192,31:100.521,32:91.6552,33:104.446,34:90.871,35:98.031,36:87.1565,37:100.525,38:156.731,39:99.9874,40:90.372,41:99.1022,42:87.2865,43:106.827,44:100.518,45:93.1785,46:103.331,47:95.614,48:145.082,49:92.4672,50:102.191,51:108.856,52:88.8616,53:103.473,54:72.9584,55:101.993,56:99.0936,57:99.3817,58:96.1814,59:93.1674,60:98.1645,61:95.8443,62:95.3205,63:99.8144,64:91.1135,65:95.2315,66:107.229,67:96.4999,68:85.0671,69:103.049,70:81.6659,71:62.6501,72:151.422,73:107.507,74:80.402,75:101.566,76:99.5094,77:139.705,78:97.18,79:0,80:157.229,81:101.37,82:101.954,83:77.2102,84:92.277,85:97.6868,86:88.6198,87:98.9042,88:80.49,89:93.644,90:107.028,91:96.7972,92:103.823,93:78.8571,94:99.0811,95:99.7874,96:158.047,97:150.648,98:82.6395,99:89.135
80>0:248.317,1:150.515,2:82.3608,3:94.271,4:86.69,5:216.652,6:91.21,7:170.199,8:83.1385,9:196.815,10:156.941,11:165.737,12:94.7542,13:186.733,14:84.2395,15:87.8341,16:89.1011,17:100.794,18:197.171,19:76.1387,20:213.616,21:264.779,22:162.862,23:198.747,24:158.128,25:202.459,26:97.3992,27:234.557,28:236.176,29:191.382,30:59.1018,31:188.598,32:235.877,33:163.85,34:168.736,35:147.721,36:161.491,37:163.486,38:65.095,39:173.704,40:243.307,41:186.816,42:86.2798,43:94.4806,44:153.053,45:168.53,46:96.95,47:96.2716,48:125.539,49:159.403,50:90.3714,51:215.369,52:156.628,53:209.609,54:199.578,55:101.05,56:167.071,57:94.2426,58:144.449,59:89.9708,60:90.2282,61:234.043,62:171.188,63:94.7659,64:268.711,65:144.61,66:97.3066,67:306.191,68:242.948,69:181.313,70:208.246,71:197.43,72:141.521,73:104.244,74:224.203,75:96.0494,76:192.225,77:139.043,78:96.2205,79:239.091,80:0,81:89.0981,82:97.3842,83:232.674,84:85.4205,85:165.721,86:86.6461,87:183.729,88:134.622,89:267.087,90:161.289,91:150.392,92:173.96,93:221.657,94:101.661,95:228.637,96:95.7368,97:86.4636,98:223.259,99:156.24
81>0:195.336,1:154.739,2:75.5845,3:149.032,4:89.4609,5:237.189,6:169.123,7:175.362,8:148.543,9:146.878,10:190.419,11:160.834,12:153.022,13:182.057,14:91.2885,15:87.7258,16:156.317,17:168.337,18:202.058,19:137.807,20:166.519,21:210.833,22:121.808,23:218.919,24:159.385,25:200.47,26:157.736,27:143.464,28:167.984,29:169.859,30:131.758,31:179.363,32:216.858,33:157.062,34:164.575,35:151.219,36:205.789,37:163.981,38:134.845,39:168.055,40:221.983,41:180.373,42:78.7794,43:159.596,44:194.636,45:188.5,46:138.494,47:172.772,48:141.42,49:185.983,50:150.892,51:162.223,52:205.965,53:160.62,54:201.187,55:156.295,56:158.013,57:156.2,58:164.403,59:161.396,60:173.337,61:216.303,62:176.881,63:93.5941,64:215.086,65:136.85,66:156.52,67:160.056,68:271.149,69:174.021,70:241.217,71:143.189,72:142.735,73:156.146,74:153.38,75:87.1347,76:176.494,77:191.87,78:148.262,79:209.291,80:134.375,81:0,82:156.094,83:154.435,84:89.3086,85:165.936,86:49.2434,87:174.203,88:136.811,89:214.078,90:159.397,91:139.47,92:159.535,93:160.382,94:164.773,95:210.184,96:140.298,97:140.937,98:215.357,99:189.644
82>0:130.831,1:137.784,2:210.432,3:75.8093,4:130.004,5:280.398,6:91.189,7:182.339,8:274.856,9:159.013,10:258.567,11:176.827,12:81.032,13:315.382,14:148.478,15:134.755,16:90.3025,17:84.8881,18:230.774,19:239.534,20:174.894,21:290.379,22:188.87,23:261.217,24:178.26,25:229.112,26:86.7927,27:258.451,28:183.308,29:307.754,30:178.012,31:316.101,32:264.821,33:168.373,34:157.604,35:88.6768,36:323.029,37:170.535,38:247.469,39:166.411,40:187.563,41:168,42:96.2829,43:88.9442,44:278.527,45:283.261,46:76.9208,47:89.4227,48:233.729,49:217.707,50:90.3666,51:165.102,52:324.087,53:171.192,54:222.189,55:82.0653,56:161.206,57:79.9346,58:131.009,59:84.1868,60:95.3934,61:320.066,62:248.774,63:137.141,64:281.424,65:152.321,66:91.0441,67:148.236,68:264.201,69:314.476,70:313.78,71:162.408,72:203.362,73:90.2704,74:248.221,75:156.656,76:158.679,77:306.614,78:132.877,79:199.63,80:213.911,81:247.312,82:0,83:212.031,84:122.211,85:176.243,86:257.775,87:170.542,88:208.268,89:224.91,90:170.724,91:146.489,92:93.7126,93:233.948,94:83.5619,95:325.611,96:225.116,97:275.26,98:244.931,99:292.662
83>0:151.446,1:90.6368,2:146.439,3:101.091,4:88.5941,5:146.219,6:98.7347,7:97.1532,8:143.72,9:81.3831,10:89.4078,11:99.3638,12:103.806,13:96.6148,14:98.8561,15:101.029,16:101.116,17:94.1689,18:86.8778,19:161.958,20:156.72,21:154.978,22:80.9551,23:88.018,24:96.9011,25:88.5948,26:99.1617,27:73.0508,28:78.8164,29:100.306,30:159.013,31:90.5537,32:153.388,33:94.9197,34:93.2599,35:96.436,36:91.8162,37:94.0015,38:153.545,39:143.863,40:145.393,41:155.736,42:78.8188,43:103.888,44:94.5764,45:86.9933,46:102.253,47:94.9824,48:146.53,49:94.7777,50:91.1642,51:154.182,52:89.1565,53:99.7523,54:62.5326,55:97.7875,56:104.745,57:114.268,58:96.7416,59:99.231,60:97.9404,61:157.447,62:97.6265,63:96.6064,64:146.195,65:85.8955,66:105.491,67:158.016,68:151.581,69:87.0084,70:151.179,71:80.7292,72:149.642,73:111.393,74:78.5477,75:95.7565,76:154.897,77:149.011,78:91.1739,79:84.9686,80:154,81:100.85,82:97.4332,83:0,84:87.8316,85:158.434,86:96.9229,87:154.632,88:86.5281,89:157.103,90:101.781,91:90.9137,92:101.153,93:78.4395,94:104.062,95:155.964,96:155.237,97:152.691,98:150.997,99:99.9277
